SA2	SA2 Name	ABSTUDY (Living allowance)	ABSTUDY (Non-living allowance)	Age Pension	Austudy	Carer Allowance	Carer Allowance (Child Health Care Card only)	Carer Payment	Commonwealth Rent Assistance	Commonwealth Seniors Health Card	Disability Support Pension	Family Tax Benefit A	Family Tax Benefit B	Health Care Card	JobSeeker Payment	Low Income Card	Parenting Payment Partnered	Parenting Payment Single	Pension Concession Card	Special Benefit	Youth Allowance (other)	Youth Allowance (student and apprentice)	Total Count
212051322	Glen Waverley - West	5.00	0.00	1660.00	10.00	295.00	5.00	90.00	530.00	685.00	270.00	665.00	420.00	855.00	310.00	205.00	20.00	50.00	2330.00	20.00	30.00	160.00	8615.00
212051323	Mount Waverley - North	5.00	5.00	1150.00	10.00	245.00	0.00	55.00	315.00	625.00	190.00	475.00	320.00	580.00	200.00	150.00	10.00	45.00	1595.00	5.00	5.00	95.00	6080.00
212051324	Mount Waverley - South	5.00	5.00	1595.00	10.00	320.00	5.00	105.00	395.00	670.00	300.00	500.00	330.00	675.00	235.00	210.00	5.00	35.00	2200.00	5.00	15.00	110.00	7730.00
212051325	Mulgrave	0.00	5.00	2250.00	10.00	535.00	5.00	200.00	525.00	475.00	370.00	710.00	515.00	870.00	375.00	225.00	15.00	95.00	3170.00	5.00	20.00	120.00	10495.00
212051326	Oakleigh - Huntingdale	5.00	0.00	2085.00	25.00	500.00	5.00	170.00	745.00	360.00	510.00	655.00	465.00	945.00	475.00	200.00	20.00	100.00	3115.00	10.00	30.00	155.00	10575.00
212051327	Wheelers Hill	0.00	0.00	2485.00	10.00	425.00	5.00	120.00	375.00	1270.00	275.00	515.00	350.00	775.00	255.00	300.00	20.00	50.00	3175.00	5.00	15.00	120.00	10545.00
212051567	Clayton (North) - Notting Hill	10.00	10.00	415.00	10.00	70.00	0.00	30.00	550.00	95.00	140.00	175.00	135.00	635.00	165.00	85.00	5.00	25.00	690.00	5.00	10.00	375.00	3635.00
212051568	Clayton - Central	5.00	5.00	795.00	10.00	180.00	0.00	75.00	500.00	115.00	220.00	300.00	225.00	515.00	255.00	105.00	10.00	40.00	1265.00	10.00	10.00	140.00	4780.00
213011328	Ardeer - Albion	5.00	5.00	830.00	5.00	185.00	5.00	100.00	715.00	45.00	305.00	400.00	345.00	565.00	475.00	85.00	35.00	85.00	1555.00	10.00	20.00	40.00	5815.00
213011329	Cairnlea	5.00	0.00	670.00	10.00	375.00	5.00	185.00	270.00	55.00	200.00	585.00	450.00	725.00	385.00	120.00	20.00	110.00	1385.00	5.00	20.00	125.00	5705.00
213011331	Delahey	5.00	5.00	980.00	5.00	410.00	5.00	200.00	495.00	35.00	295.00	545.00	430.00	635.00	400.00	115.00	30.00	95.00	1815.00	10.00	20.00	90.00	6620.00
213011332	Keilor Downs	0.00	5.00	1850.00	10.00	675.00	5.00	275.00	475.00	225.00	425.00	625.00	495.00	835.00	495.00	225.00	20.00	125.00	2960.00	5.00	25.00	100.00	9855.00
213011333	Kings Park (Vic.)	5.00	5.00	1825.00	15.00	810.00	10.00	490.00	745.00	100.00	610.00	1145.00	920.00	1310.00	830.00	200.00	80.00	230.00	3635.00	15.00	60.00	170.00	13210.00
213011334	St Albans - North	0.00	5.00	2505.00	20.00	930.00	5.00	530.00	1570.00	150.00	835.00	1475.00	1235.00	1775.00	1285.00	285.00	110.00	325.00	4910.00	20.00	45.00	185.00	18200.00
213011335	St Albans - South	5.00	5.00	2140.00	20.00	785.00	10.00	450.00	1105.00	95.00	685.00	1225.00	985.00	1485.00	1050.00	245.00	70.00	265.00	4155.00	15.00	65.00	190.00	15050.00
213011336	Sunshine	5.00	5.00	800.00	15.00	255.00	5.00	120.00	645.00	75.00	325.00	470.00	390.00	725.00	575.00	110.00	40.00	100.00	1630.00	15.00	25.00	70.00	6400.00
213011337	Sunshine North	5.00	0.00	1225.00	15.00	405.00	5.00	220.00	705.00	115.00	370.00	780.00	615.00	960.00	665.00	165.00	40.00	165.00	2395.00	10.00	30.00	155.00	9045.00
213011338	Sunshine West	0.00	5.00	2365.00	30.00	825.00	10.00	425.00	1035.00	195.00	685.00	1155.00	920.00	1445.00	1050.00	240.00	80.00	240.00	4315.00	15.00	55.00	170.00	15260.00
213011339	Sydenham	0.00	0.00	1060.00	15.00	405.00	5.00	215.00	545.00	85.00	320.00	685.00	535.00	685.00	380.00	135.00	35.00	155.00	1970.00	5.00	35.00	70.00	7340.00
213011340	Taylors Lakes	5.00	0.00	1825.00	10.00	680.00	5.00	235.00	355.00	350.00	330.00	495.00	345.00	715.00	345.00	215.00	10.00	90.00	2660.00	5.00	15.00	85.00	8775.00
213011569	Deer Park	0.00	0.00	1825.00	15.00	755.00	10.00	420.00	1035.00	160.00	625.00	1430.00	1110.00	1460.00	860.00	200.00	95.00	255.00	3550.00	15.00	60.00	170.00	14050.00
213011570	Derrimut	0.00	0.00	310.00	5.00	210.00	5.00	90.00	305.00	15.00	150.00	550.00	400.00	570.00	260.00	70.00	25.00	80.00	755.00	5.00	20.00	85.00	3910.00
213021341	Altona	0.00	0.00	1475.00	5.00	340.00	5.00	115.00	555.00	345.00	320.00	380.00	310.00	550.00	250.00	145.00	10.00	90.00	2170.00	5.00	15.00	50.00	7135.00
213021342	Altona Meadows	5.00	5.00	2225.00	10.00	735.00	5.00	330.00	800.00	240.00	605.00	845.00	660.00	1045.00	675.00	265.00	30.00	185.00	3770.00	5.00	35.00	95.00	12570.00
213021343	Altona North	0.00	5.00	1840.00	15.00	500.00	5.00	225.00	580.00	170.00	410.00	745.00	615.00	855.00	470.00	145.00	60.00	140.00	2870.00	5.00	25.00	90.00	9770.00
213021344	Newport	5.00	0.00	1150.00	15.00	330.00	5.00	105.00	475.00	245.00	290.00	460.00	345.00	635.00	350.00	130.00	15.00	80.00	1820.00	5.00	20.00	80.00	6560.00
213021345	Seabrook	0.00	5.00	340.00	5.00	145.00	5.00	60.00	130.00	50.00	120.00	225.00	170.00	230.00	110.00	45.00	10.00	40.00	625.00	5.00	10.00	25.00	2355.00
213021346	Williamstown	5.00	5.00	1210.00	10.00	230.00	5.00	70.00	380.00	600.00	345.00	290.00	245.00	515.00	280.00	130.00	5.00	75.00	1860.00	5.00	10.00	45.00	6320.00
213031347	Braybrook	5.00	5.00	1460.00	30.00	545.00	5.00	350.00	805.00	60.00	740.00	985.00	805.00	1350.00	1060.00	190.00	45.00	210.00	3310.00	10.00	55.00	200.00	12225.00
213031348	Footscray	15.00	5.00	1105.00	75.00	260.00	5.00	135.00	1325.00	95.00	670.00	450.00	385.00	1300.00	1025.00	230.00	25.00	110.00	2510.00	20.00	40.00	245.00	10030.00
213031349	Maribyrnong	0.00	5.00	770.00	25.00	230.00	0.00	100.00	445.00	145.00	240.00	375.00	285.00	615.00	390.00	105.00	10.00	75.00	1350.00	5.00	20.00	95.00	5285.00
213031350	Seddon - Kingsville	0.00	0.00	570.00	5.00	185.00	0.00	75.00	380.00	70.00	220.00	205.00	165.00	370.00	270.00	80.00	10.00	35.00	1045.00	5.00	15.00	45.00	3750.00
213031351	West Footscray - Tottenham	5.00	5.00	715.00	30.00	225.00	5.00	95.00	540.00	80.00	340.00	340.00	265.00	590.00	425.00	115.00	15.00	75.00	1450.00	5.00	15.00	80.00	5415.00
213031352	Yarraville	5.00	5.00	940.00	25.00	285.00	5.00	100.00	425.00	175.00	275.00	285.00	215.00	510.00	335.00	95.00	5.00	55.00	1540.00	5.00	15.00	70.00	5370.00
213041353	Bacchus Marsh	5.00	5.00	2520.00	15.00	800.00	10.00	255.00	1010.00	395.00	690.00	1355.00	1065.00	1305.00	640.00	265.00	35.00	330.00	4160.00	5.00	55.00	60.00	14980.00
213041358	Melton West	5.00	10.00	1475.00	20.00	930.00	15.00	455.00	1330.00	100.00	790.00	2070.00	1660.00	1760.00	835.00	225.00	85.00	505.00	3635.00	5.00	110.00	105.00	16125.00
213041359	Rockbank - Mount Cottrell	5.00	0.00	465.00	20.00	460.00	5.00	230.00	1080.00	35.00	310.00	2200.00	1710.00	1580.00	605.00	135.00	155.00	350.00	1585.00	10.00	50.00	125.00	11115.00
213041360	Taylors Hill	5.00	0.00	1110.00	5.00	630.00	10.00	275.00	405.00	115.00	280.00	970.00	645.00	1010.00	445.00	155.00	45.00	135.00	2020.00	5.00	25.00	150.00	8440.00
213041461	Burnside	0.00	0.00	635.00	5.00	240.00	0.00	115.00	175.00	40.00	115.00	315.00	220.00	340.00	200.00	45.00	20.00	40.00	1035.00	5.00	20.00	55.00	3620.00
213041462	Burnside Heights	0.00	0.00	265.00	5.00	190.00	5.00	90.00	185.00	15.00	100.00	405.00	285.00	345.00	150.00	35.00	25.00	55.00	580.00	0.00	15.00	45.00	2795.00
213041463	Caroline Springs	0.00	5.00	1175.00	5.00	615.00	15.00	280.00	710.00	115.00	375.00	1140.00	890.00	1160.00	515.00	200.00	65.00	155.00	2260.00	5.00	45.00	140.00	9870.00
213041571	Brookfield	5.00	5.00	885.00	5.00	390.00	5.00	175.00	820.00	70.00	310.00	910.00	725.00	775.00	315.00	105.00	55.00	190.00	1710.00	5.00	35.00	60.00	7555.00
213041572	Cobblebank - Strathtulloh	0.00	0.00	110.00	10.00	195.00	5.00	75.00	445.00	10.00	125.00	1015.00	780.00	650.00	190.00	55.00	60.00	175.00	560.00	5.00	25.00	45.00	4535.00
213041573	Eynesbury - Exford	5.00	5.00	165.00	5.00	105.00	5.00	30.00	125.00	20.00	40.00	225.00	180.00	170.00	50.00	35.00	5.00	65.00	335.00	0.00	5.00	5.00	1580.00
213041574	Fraser Rise - Plumpton	5.00	5.00	535.00	15.00	490.00	5.00	245.00	750.00	45.00	270.00	1460.00	1130.00	1115.00	475.00	135.00	100.00	225.00	1495.00	10.00	35.00	125.00	8670.00
213041575	Hillside	0.00	0.00	1000.00	10.00	565.00	10.00	220.00	445.00	125.00	330.00	730.00	530.00	775.00	375.00	160.00	30.00	125.00	1870.00	5.00	35.00	95.00	7435.00
213041576	Kurunjang - Toolern Vale	5.00	0.00	900.00	10.00	500.00	10.00	245.00	640.00	90.00	455.00	960.00	770.00	845.00	460.00	140.00	40.00	250.00	2085.00	0.00	55.00	40.00	8500.00
213041577	Melton	5.00	5.00	1140.00	5.00	460.00	5.00	270.00	875.00	80.00	540.00	710.00	610.00	740.00	550.00	95.00	35.00	235.00	2475.00	0.00	45.00	40.00	8920.00
213041578	Melton South - Weir Views	5.00	5.00	1300.00	15.00	735.00	5.00	415.00	1855.00	55.00	900.00	2370.00	1995.00	1945.00	980.00	215.00	200.00	550.00	3640.00	10.00	115.00	125.00	17435.00
213051361	Hoppers Crossing - North	5.00	5.00	1420.00	20.00	635.00	5.00	295.00	785.00	195.00	515.00	1205.00	950.00	1285.00	650.00	215.00	105.00	250.00	2805.00	5.00	65.00	110.00	11525.00
213051362	Hoppers Crossing - South	0.00	5.00	1915.00	15.00	655.00	10.00	330.00	1180.00	250.00	565.00	1290.00	1010.00	1510.00	925.00	250.00	95.00	240.00	3525.00	5.00	70.00	125.00	13970.00
213051363	Laverton	0.00	5.00	440.00	10.00	235.00	5.00	130.00	625.00	40.00	290.00	610.00	480.00	720.00	435.00	80.00	30.00	105.00	1175.00	5.00	35.00	65.00	5520.00
213051368	Werribee - South	5.00	5.00	1295.00	15.00	395.00	10.00	150.00	985.00	275.00	425.00	860.00	675.00	1085.00	635.00	195.00	35.00	175.00	2325.00	10.00	65.00	80.00	9700.00
213051464	Point Cook - East	5.00	0.00	630.00	10.00	335.00	5.00	115.00	760.00	130.00	170.00	1125.00	865.00	910.00	300.00	115.00	50.00	185.00	1235.00	10.00	35.00	75.00	7065.00
213051466	Point Cook - South	5.00	0.00	350.00	10.00	280.00	5.00	85.00	495.00	85.00	115.00	1025.00	760.00	790.00	235.00	130.00	30.00	125.00	785.00	10.00	30.00	70.00	5420.00
213051467	Werribee - East	5.00	5.00	1945.00	25.00	730.00	10.00	430.00	1600.00	140.00	945.00	1425.00	1155.00	1595.00	1075.00	225.00	105.00	330.00	4195.00	5.00	105.00	110.00	16160.00
213051468	Werribee - West	0.00	10.00	1145.00	30.00	675.00	10.00	310.00	1595.00	165.00	585.00	2165.00	1705.00	1795.00	855.00	240.00	105.00	500.00	2945.00	5.00	100.00	150.00	15090.00
213051579	Manor Lakes - Quandong	5.00	0.00	210.00	10.00	240.00	5.00	105.00	490.00	10.00	155.00	890.00	690.00	705.00	255.00	80.00	40.00	150.00	725.00	5.00	40.00	55.00	4865.00
213051580	Point Cook - North East	0.00	5.00	830.00	5.00	360.00	5.00	130.00	435.00	145.00	215.00	660.00	465.00	710.00	295.00	110.00	20.00	90.00	1420.00	5.00	20.00	90.00	6015.00
213051581	Point Cook - North West	5.00	0.00	325.00	5.00	180.00	5.00	70.00	295.00	45.00	110.00	490.00	370.00	440.00	150.00	65.00	15.00	85.00	650.00	5.00	15.00	45.00	3370.00
213051582	Tarneit (West) - Mount Cottrell	0.00	5.00	125.00	10.00	165.00	10.00	60.00	475.00	15.00	105.00	1395.00	1055.00	905.00	255.00	85.00	120.00	140.00	510.00	5.00	20.00	80.00	5540.00
213051583	Tarneit - Central	5.00	5.00	860.00	15.00	470.00	10.00	185.00	965.00	75.00	270.00	1970.00	1460.00	1505.00	530.00	165.00	120.00	255.00	1785.00	5.00	60.00	150.00	10865.00
213051584	Tarneit - North	0.00	0.00	60.00	5.00	115.00	5.00	35.00	320.00	15.00	65.00	1015.00	760.00	580.00	135.00	50.00	45.00	100.00	310.00	5.00	15.00	45.00	3680.00
213051585	Tarneit - South	0.00	5.00	480.00	5.00	270.00	5.00	120.00	445.00	60.00	155.00	945.00	685.00	790.00	275.00	75.00	80.00	125.00	990.00	5.00	25.00	90.00	5630.00
213051586	Truganina - North	0.00	0.00	65.00	5.00	125.00	5.00	40.00	300.00	15.00	65.00	945.00	695.00	570.00	135.00	55.00	55.00	95.00	305.00	5.00	15.00	45.00	3540.00
213051587	Truganina - South East	5.00	5.00	140.00	5.00	130.00	0.00	40.00	240.00	15.00	55.00	605.00	430.00	470.00	150.00	50.00	40.00	50.00	335.00	5.00	5.00	35.00	2810.00
213051588	Truganina - South West	0.00	0.00	550.00	5.00	350.00	5.00	175.00	810.00	50.00	225.00	1640.00	1235.00	1315.00	415.00	120.00	125.00	160.00	1270.00	10.00	30.00	165.00	8655.00
213051589	Wyndham Vale - North	0.00	5.00	255.00	20.00	315.00	10.00	155.00	830.00	15.00	250.00	1185.00	955.00	935.00	405.00	70.00	65.00	310.00	1130.00	5.00	65.00	60.00	7040.00
213051590	Wyndham Vale - South	5.00	5.00	820.00	10.00	500.00	10.00	235.00	785.00	70.00	415.00	1110.00	830.00	1005.00	525.00	110.00	70.00	250.00	1975.00	5.00	60.00	80.00	8875.00
214011370	Carrum Downs	5.00	5.00	2165.00	15.00	660.00	10.00	270.00	1490.00	95.00	775.00	1480.00	1160.00	1245.00	795.00	240.00	40.00	385.00	4060.00	5.00	45.00	80.00	15025.00
214011371	Frankston	10.00	5.00	2615.00	25.00	630.00	5.00	265.00	2425.00	350.00	1445.00	1375.00	1145.00	1470.00	1200.00	295.00	30.00	405.00	5470.00	5.00	70.00	120.00	19360.00
214011372	Frankston North	5.00	5.00	2440.00	25.00	760.00	10.00	390.00	1845.00	175.00	1305.00	1505.00	1260.00	1465.00	1110.00	225.00	45.00	445.00	5270.00	10.00	105.00	80.00	18480.00
214011373	Frankston South	5.00	5.00	2110.00	5.00	365.00	5.00	120.00	535.00	555.00	325.00	570.00	420.00	630.00	265.00	185.00	5.00	105.00	2865.00	5.00	10.00	55.00	9145.00
214011374	Langwarrin	0.00	5.00	2340.00	20.00	625.00	10.00	200.00	805.00	315.00	505.00	1130.00	850.00	1050.00	485.00	255.00	10.00	250.00	3585.00	5.00	45.00	60.00	12550.00
214011375	Seaford (Vic.)	5.00	5.00	2070.00	15.00	475.00	5.00	230.00	1155.00	220.00	750.00	890.00	750.00	890.00	690.00	160.00	20.00	260.00	3770.00	5.00	55.00	65.00	12485.00
214011376	Skye - Sandhurst	5.00	0.00	860.00	5.00	315.00	10.00	105.00	340.00	180.00	260.00	605.00	450.00	515.00	245.00	110.00	15.00	110.00	1480.00	5.00	20.00	35.00	5670.00
214021377	Dromana	0.00	0.00	2190.00	10.00	320.00	5.00	120.00	635.00	580.00	330.00	525.00	420.00	585.00	300.00	195.00	20.00	110.00	2985.00	5.00	15.00	35.00	9385.00
214021378	Flinders	0.00	5.00	385.00	5.00	60.00	0.00	20.00	105.00	295.00	100.00	95.00	65.00	130.00	50.00	45.00	5.00	10.00	545.00	0.00	5.00	10.00	1935.00
214021379	Hastings - Somers	5.00	10.00	3285.00	5.00	730.00	15.00	255.00	1700.00	555.00	955.00	1290.00	1025.00	1155.00	675.00	280.00	35.00	360.00	5335.00	5.00	60.00	50.00	17785.00
214021381	Mount Eliza	0.00	0.00	1465.00	10.00	275.00	5.00	55.00	265.00	785.00	210.00	300.00	210.00	415.00	150.00	130.00	5.00	50.00	1910.00	0.00	5.00	35.00	6280.00
214021382	Mount Martha	0.00	5.00	2295.00	10.00	325.00	5.00	70.00	345.00	770.00	250.00	515.00	390.00	585.00	175.00	185.00	5.00	85.00	2900.00	0.00	15.00	50.00	8980.00
214021383	Point Nepean	5.00	0.00	2555.00	15.00	435.00	5.00	170.00	815.00	935.00	495.00	775.00	575.00	800.00	485.00	270.00	30.00	155.00	3735.00	0.00	20.00	35.00	12310.00
214021384	Rosebud - McCrae	5.00	5.00	4760.00	10.00	795.00	5.00	350.00	1710.00	820.00	1055.00	1205.00	980.00	1205.00	790.00	370.00	30.00	310.00	7045.00	5.00	65.00	45.00	21565.00
214021385	Somerville	5.00	5.00	2170.00	5.00	490.00	5.00	150.00	645.00	300.00	475.00	860.00	655.00	835.00	370.00	225.00	15.00	195.00	3250.00	0.00	50.00	40.00	10745.00
214021591	Mornington - East	0.00	5.00	2530.00	5.00	395.00	5.00	135.00	575.00	450.00	460.00	585.00	460.00	670.00	325.00	175.00	10.00	135.00	3500.00	5.00	30.00	40.00	10495.00
214021592	Mornington - West	5.00	0.00	2045.00	5.00	185.00	5.00	65.00	360.00	760.00	320.00	280.00	240.00	425.00	210.00	175.00	5.00	60.00	2665.00	0.00	10.00	15.00	7835.00
215011386	Ararat	5.00	0.00	1265.00	5.00	250.00	5.00	120.00	550.00	195.00	510.00	500.00	410.00	540.00	400.00	155.00	20.00	150.00	2310.00	0.00	50.00	10.00	7450.00
215011387	Ararat Surrounds	0.00	0.00	355.00	0.00	105.00	0.00	55.00	90.00	100.00	135.00	155.00	110.00	210.00	155.00	60.00	5.00	35.00	665.00	0.00	10.00	5.00	2250.00
215011388	Horsham	5.00	5.00	2225.00	5.00	455.00	10.00	200.00	1060.00	470.00	835.00	1075.00	865.00	980.00	525.00	265.00	35.00	325.00	3945.00	5.00	75.00	35.00	13400.00
215011389	Horsham Surrounds	0.00	0.00	275.00	0.00	45.00	0.00	15.00	80.00	90.00	85.00	135.00	85.00	175.00	85.00	60.00	5.00	20.00	450.00	0.00	5.00	20.00	1630.00
215011390	Nhill Region	0.00	5.00	1050.00	5.00	190.00	0.00	105.00	255.00	185.00	330.00	345.00	260.00	335.00	295.00	85.00	10.00	85.00	1785.00	0.00	20.00	10.00	5355.00
215011391	St Arnaud	0.00	0.00	610.00	5.00	95.00	0.00	45.00	180.00	80.00	260.00	180.00	145.00	185.00	165.00	45.00	5.00	45.00	1090.00	0.00	10.00	5.00	3150.00
215011392	Stawell	5.00	5.00	1360.00	5.00	300.00	5.00	145.00	470.00	185.00	500.00	440.00	345.00	500.00	355.00	165.00	25.00	105.00	2365.00	0.00	35.00	5.00	7320.00
215011393	West Wimmera	5.00	0.00	390.00	5.00	60.00	5.00	35.00	75.00	75.00	120.00	120.00	90.00	105.00	100.00	20.00	5.00	25.00	645.00	0.00	5.00	5.00	1890.00
215011394	Yarriambiack	0.00	0.00	1035.00	5.00	290.00	0.00	160.00	305.00	190.00	500.00	350.00	290.00	350.00	285.00	80.00	15.00	95.00	1985.00	5.00	30.00	10.00	5980.00
215021395	Irymple	5.00	5.00	810.00	5.00	235.00	5.00	105.00	295.00	165.00	205.00	355.00	260.00	330.00	170.00	55.00	5.00	75.00	1295.00	0.00	15.00	20.00	4415.00
215021396	Merbein	5.00	5.00	655.00	0.00	195.00	5.00	90.00	260.00	45.00	210.00	320.00	240.00	335.00	205.00	55.00	10.00	80.00	1155.00	5.00	20.00	5.00	3900.00
215021398	Mildura Surrounds	0.00	5.00	435.00	0.00	90.00	0.00	50.00	170.00	75.00	180.00	170.00	130.00	190.00	145.00	40.00	10.00	45.00	795.00	0.00	5.00	5.00	2540.00
215021399	Red Cliffs	5.00	5.00	745.00	5.00	240.00	0.00	100.00	360.00	60.00	295.00	430.00	325.00	400.00	250.00	55.00	10.00	105.00	1385.00	5.00	30.00	5.00	4815.00
215021469	Mildura - North	10.00	35.00	2315.00	10.00	705.00	5.00	340.00	1615.00	275.00	1065.00	1360.00	1150.00	1490.00	1055.00	155.00	85.00	475.00	4740.00	10.00	155.00	50.00	17100.00
215021470	Mildura - South	5.00	25.00	2200.00	5.00	645.00	5.00	305.00	1230.00	260.00	800.00	1210.00	970.00	1095.00	660.00	170.00	70.00	335.00	3965.00	5.00	60.00	35.00	14055.00
215031400	Buloke	0.00	5.00	965.00	5.00	205.00	5.00	125.00	215.00	170.00	360.00	280.00	200.00	280.00	230.00	60.00	10.00	65.00	1665.00	0.00	15.00	5.00	4865.00
215031401	Gannawarra	0.00	5.00	1215.00	5.00	200.00	5.00	95.00	235.00	205.00	260.00	325.00	225.00	315.00	220.00	90.00	10.00	85.00	1800.00	5.00	10.00	10.00	5320.00
215031402	Kerang	5.00	5.00	775.00	0.00	120.00	5.00	65.00	240.00	110.00	245.00	245.00	180.00	245.00	190.00	55.00	5.00	60.00	1255.00	0.00	15.00	10.00	3830.00
215031403	Robinvale	5.00	5.00	260.00	0.00	85.00	0.00	50.00	145.00	40.00	115.00	205.00	160.00	195.00	145.00	10.00	20.00	55.00	560.00	5.00	10.00	5.00	2075.00
215031404	Swan Hill	5.00	10.00	1430.00	5.00	285.00	5.00	125.00	605.00	245.00	470.00	690.00	545.00	575.00	345.00	125.00	20.00	205.00	2450.00	5.00	45.00	25.00	8215.00
215031405	Swan Hill Surrounds	0.00	5.00	710.00	0.00	195.00	5.00	85.00	195.00	110.00	265.00	355.00	270.00	305.00	220.00	60.00	10.00	100.00	1310.00	0.00	30.00	10.00	4240.00
216011406	Echuca	5.00	15.00	2395.00	5.00	555.00	5.00	220.00	995.00	390.00	755.00	915.00	735.00	815.00	525.00	200.00	25.00	290.00	4000.00	5.00	45.00	25.00	12920.00
216011407	Kyabram	0.00	5.00	1710.00	5.00	380.00	5.00	165.00	630.00	300.00	475.00	685.00	505.00	595.00	365.00	140.00	25.00	160.00	2800.00	0.00	30.00	20.00	9000.00
216011408	Lockington - Gunbower	0.00	0.00	395.00	5.00	125.00	5.00	50.00	110.00	75.00	110.00	215.00	150.00	175.00	95.00	40.00	10.00	40.00	670.00	0.00	10.00	5.00	2285.00
216011409	Rochester	5.00	5.00	675.00	5.00	140.00	0.00	60.00	145.00	115.00	160.00	205.00	155.00	180.00	120.00	45.00	5.00	45.00	1040.00	0.00	5.00	5.00	3115.00
216011410	Rushworth	0.00	0.00	745.00	0.00	170.00	5.00	95.00	190.00	85.00	220.00	250.00	190.00	230.00	185.00	50.00	15.00	70.00	1255.00	0.00	15.00	5.00	3775.00
216021411	Cobram	5.00	0.00	1395.00	0.00	285.00	0.00	125.00	525.00	140.00	335.00	410.00	320.00	335.00	245.00	75.00	15.00	115.00	2140.00	5.00	25.00	5.00	6500.00
216021412	Moira	0.00	0.00	320.00	0.00	80.00	5.00	40.00	85.00	70.00	120.00	145.00	105.00	130.00	90.00	35.00	5.00	20.00	565.00	0.00	10.00	5.00	1830.00
216021413	Numurkah	5.00	5.00	1840.00	5.00	425.00	5.00	200.00	680.00	260.00	610.00	775.00	590.00	670.00	435.00	160.00	30.00	190.00	3155.00	0.00	40.00	20.00	10100.00
216021414	Yarrawonga	5.00	0.00	1905.00	5.00	320.00	5.00	140.00	555.00	270.00	340.00	440.00	350.00	430.00	280.00	140.00	10.00	140.00	2715.00	5.00	15.00	10.00	8080.00
216031415	Mooroopna	0.00	10.00	1310.00	5.00	355.00	5.00	190.00	980.00	115.00	620.00	655.00	550.00	610.00	475.00	115.00	25.00	225.00	2645.00	5.00	55.00	20.00	8970.00
216031416	Shepparton - North	10.00	15.00	2030.00	10.00	665.00	5.00	300.00	1375.00	355.00	1000.00	1275.00	1025.00	1245.00	760.00	235.00	50.00	395.00	4210.00	5.00	115.00	105.00	15185.00
216031418	Shepparton Surrounds - East	0.00	0.00	310.00	5.00	100.00	5.00	40.00	120.00	105.00	110.00	225.00	155.00	195.00	100.00	45.00	5.00	45.00	590.00	5.00	15.00	15.00	2190.00
216031419	Shepparton Surrounds - West	0.00	5.00	1285.00	5.00	335.00	5.00	145.00	570.00	230.00	430.00	605.00	445.00	575.00	370.00	130.00	15.00	150.00	2260.00	5.00	30.00	20.00	7615.00
216031593	Kialla	5.00	5.00	865.00	0.00	275.00	5.00	120.00	280.00	205.00	195.00	545.00	395.00	435.00	155.00	85.00	35.00	95.00	1375.00	5.00	25.00	30.00	5135.00
216031594	Shepparton - South East	5.00	15.00	2305.00	5.00	730.00	10.00	420.00	1720.00	270.00	940.00	1395.00	1155.00	1420.00	990.00	155.00	125.00	400.00	4575.00	10.00	120.00	95.00	16860.00
217011420	Glenelg (Vic.)	0.00	5.00	1305.00	5.00	275.00	0.00	140.00	305.00	240.00	400.00	415.00	310.00	430.00	325.00	135.00	15.00	90.00	2165.00	0.00	20.00	5.00	6585.00
217011421	Hamilton (Vic.)	5.00	5.00	1595.00	5.00	305.00	5.00	130.00	555.00	350.00	475.00	590.00	450.00	585.00	395.00	160.00	25.00	165.00	2660.00	0.00	50.00	15.00	8525.00
217011422	Portland	5.00	5.00	1785.00	10.00	440.00	5.00	235.00	760.00	295.00	665.00	665.00	555.00	780.00	590.00	285.00	30.00	225.00	3315.00	0.00	60.00	15.00	10725.00
217011423	Southern Grampians	0.00	0.00	740.00	5.00	140.00	0.00	60.00	175.00	185.00	240.00	315.00	210.00	290.00	190.00	95.00	10.00	55.00	1240.00	0.00	10.00	10.00	3970.00
217031471	Camperdown	0.00	0.00	690.00	5.00	105.00	5.00	45.00	195.00	110.00	195.00	195.00	135.00	185.00	110.00	65.00	5.00	50.00	1075.00	0.00	5.00	10.00	3185.00
217031472	Colac	5.00	0.00	1875.00	5.00	370.00	5.00	150.00	725.00	360.00	675.00	720.00	560.00	680.00	400.00	185.00	25.00	200.00	3185.00	5.00	35.00	30.00	10195.00
217031473	Colac Surrounds	0.00	0.00	540.00	5.00	120.00	5.00	55.00	130.00	140.00	160.00	285.00	190.00	260.00	125.00	80.00	5.00	40.00	880.00	0.00	5.00	20.00	3045.00
217031474	Corangamite - North	0.00	5.00	730.00	0.00	190.00	5.00	85.00	255.00	130.00	285.00	260.00	190.00	275.00	210.00	75.00	10.00	60.00	1320.00	0.00	15.00	5.00	4105.00
217031475	Corangamite - South	0.00	0.00	765.00	0.00	150.00	0.00	65.00	200.00	215.00	210.00	340.00	250.00	300.00	175.00	85.00	15.00	70.00	1245.00	0.00	5.00	5.00	4095.00
217031476	Otway	0.00	0.00	480.00	5.00	75.00	0.00	40.00	145.00	190.00	140.00	160.00	115.00	215.00	135.00	80.00	10.00	30.00	775.00	0.00	5.00	5.00	2605.00
217041477	Moyne - East	0.00	5.00	655.00	5.00	160.00	5.00	85.00	220.00	115.00	225.00	365.00	255.00	300.00	185.00	85.00	10.00	75.00	1160.00	0.00	15.00	5.00	3930.00
